CaseNumber,Latitude,Longitude
HX436586,41.889868096,-87.725007009
HX436980,41.754331455,-87.634390852
HX439220,41.751049878,-87.707317845
HX442273,41.739817594,-87.604913162
HX444151,41.786637777,-87.673450294
HX444807,41.789901003,-87.652335605
HX445136,41.811215583,-87.668689938
HX445686,41.776024095,-87.597314305
HX446571,41.942435275,-87.810533039
HX446571,41.942435275,-87.810533039
HX447276,41.773674212,-87.689984935
HX447404,41.74042153,-87.553916542
HX448843,41.869501863,-87.719630494
HX448978,41.892225567,-87.719879463
HX449928,41.763823915,-87.561085218
HX451755,41.753414348,-87.57669034
HX454255,41.702027818,-87.563981957
HX454514,41.87512892,-87.736547773
HX455471,41.796409218,-87.690216023
HX456217,41.652781271,-87.537457711
HX457560,41.814712519,-87.623848547
HX458493,41.699584978,-87.628081503
HX460570,41.871366222,-87.722909752
HX460710,41.801442754,-87.5847444
HX463042,41.733473126,-87.649634636
HX463147,41.880599603,-87.73628756
HX465132,41.922561045,-87.78053841
HX467125,41.967896644,-87.758407406
HX469969,41.758571453,-87.561511043
HX470450,41.885660845,-87.753592601
HX470605,41.930605964,-87.740161629
HX470605,41.930605964,-87.740161629
HX471999,41.724641899,-87.628734346
HX472024,41.771674639,-87.656722213
HX473265,41.934097247,-87.759729084
HX477901,41.778624258,-87.725648875
HX479519,41.762245159,-87.65951166
HX479713,41.749241885,-87.662194572
HX480966,41.887238537,-87.763964185
HX481071,41.796223552,-87.676799231
HX482848,41.74581457,-87.550355463
HX483465,41.855797493,-87.679431521
HX484014,41.968609432,-87.650104582
HX484373,41.894513704,-87.712625587
HX484501,41.735760402,-87.60300984
HX484688,41.743703739,-87.562462297
HX486857,41.881263116,-87.75876604
HX487074,41.692799952,-87.607637071
HX489921,41.880348446,-87.756956539
HX491289,41.771782439,-87.649436929
HX491772,41.762189803,-87.663184929
HX492726,41.752397378,-87.551451864
HX492968,41.871976801,-87.727831271
HX495137,41.892510293,-87.722326499
HX496211,41.878507287,-87.7255958
HX496739,41.751317167,-87.563800456
HX497952,41.761251959,-87.588433519
HX498075,41.801134776,-87.683856869
HX499040,42.000157767,-87.681432222
HX499081,41.705941932,-87.563268783
HX499994,41.73574715,-87.603947936
HX500117,41.910538546,-87.732463394
HX500434,41.898411891,-87.637240716
HX500921,41.932113696,-87.762587693
HX501411,41.919330942,-87.781650221
HX501421,41.977609479,-87.846467101
HX501911,41.873875006,-87.687387526
HX505590,41.78981142,-87.632872487
HX508033,41.897973968,-87.721275332
HX508361,41.904534085,-87.71947879
HX508720,41.906493685,-87.639966906
HX508727,41.871046903,-87.683711383
HX509343,41.682345445,-87.651794223
HX510898,41.75758973,-87.641777315
HX511003,41.894159014,-87.708956122
HX512476,41.894652045,-87.713851006
HX512941,41.769468411,-87.659087826
HX515741,41.884713441,-87.773373163
HX515852,41.747399575,-87.69133569
HX520703,41.793878243,-87.677945319
HX523081,41.777161514,-87.702228234
HX523337,41.72943307,-87.661660769
HX523369,41.891694878,-87.626155832
HX523490,41.84621638,-87.715452568
HX525267,41.762962901,-87.629099648
HX529287,41.891384335,-87.77217268
HX530828,41.759818573,-87.577377477
HX531429,41.700934193,-87.538376571
HX531671,42.002497292,-87.663104713
HX534334,41.783257178,-87.623784773
HX534807,41.897906685,-87.716394405
HX535569,41.965387049,-87.658338686
HX536772,41.769382055,-87.689481623
HX537888,42.006318725,-87.686814753
HX539782,41.704136655,-87.623435884
HX539930,41.905537597,-87.723950911
HX540662,41.78004955,-87.626082287
HX543012,41.787677074,-87.649847378
HX543280,41.894480568,-87.706525192
HX544448,41.875477847,-87.708756115
HX544555,41.967383112,-87.720666542
HX544923,41.654285848,-87.605892318
HX544935,41.785850791,-87.671650677
HX545152,41.865206351,-87.686002625
HX545155,41.785691,-87.692354502
HX545712,41.751640691,-87.573236987
HX546151,41.765150211,-87.601884878
HX548311,41.837682762,-87.728018874
HX550144,41.7968963,-87.684112371
HX550649,41.762576537,-87.667396093
HX550670,41.882350276,-87.756663131
HX551259,41.777183498,-87.760363239
HX552850,41.751148783,-87.613177291
HX553212,41.888669945,-87.75169972
HX553263,41.751777294,-87.64041045
HX553356,41.901087501,-87.7532988
HX554832,41.854752959,-87.711233594
HX555519,41.809367027,-87.617712209
HX556240,41.985637132,-87.691952769
HX556991,41.761486891,-87.587844352
HX557342,41.895441878,-87.758065988
HX557725,41.802627142,-87.653876989
HX557764,41.797000522,-87.653734721
HX560876,41.748875144,-87.585894137
HY102349,41.894009145,-87.751482327
HY105400,41.752416738,-87.710383001
HY105478,41.723546383,-87.607485349
HY106072,41.751678423,-87.57023511
HY106072,41.751678423,-87.57023511
HY106555,41.77234679,-87.653434136
HY108387,41.865562351,-87.703136478
HY109537,41.880298941,-87.735464135
HY113713,41.816501877,-87.689552817
HY114053,41.823354247,-87.618539727
HY115036,41.7457119,-87.684023656
HY117698,41.788382525,-87.684421957
HY118469,41.864337788,-87.725421626
HY118913,41.718888535,-87.644364499
HY119535,41.882185074,-87.679713374
HY121768,41.75375771,-87.552135344
HY122767,41.797277742,-87.653742794
HY122962,41.772958903,-87.6809078
HY123702,41.802277495,-87.655080002
HY126100,41.859993621,-87.711579264
HY126149,41.770980744,-87.6834133
HY126186,41.750472394,-87.634297122
HY126583,41.883196036,-87.739535384
HY128133,41.848054237,-87.712759263
HY130523,41.802195281,-87.609675541
HY132431,41.677244043,-87.628640273
HY132431,41.677244043,-87.628640273
HY132441,41.83607872,-87.657409354
HY134398,41.766156013,-87.669924987
HY135181,41.747141383,-87.574686235
HY135441,41.712456039,-87.620106677
HY136615,41.850359857,-87.623741058
HY136871,41.806671065,-87.615339745
HY139558,41.739787158,-87.700293265
HY144198,41.688100085,-87.636199237
HY144738,41.920657269,-87.776145534
HY145267,41.876796412,-87.761703187
HY146099,41.883811077,-87.671812366
HY146134,41.903170357,-87.754381974
HY147395,41.910499189,-87.731236702
HY152127,41.764974559,-87.659310823
HY157257,41.92500526,-87.679563115
HY158116,41.791994694,-87.646310475
HY159217,41.967146776,-87.663140769
HY160139,41.768431709,-87.674333391
HY163030,42.011893605,-87.674519739
HY163571,41.884498505,-87.741458652
HY163914,41.686521024,-87.61683831
HY169646,41.703644635,-87.564453394
HY174696,41.858003291,-87.652876321
HY174696,41.858003291,-87.652876321
HY175374,41.808509341,-87.674817794
HY176662,41.776176511,-87.594551952
HY177178,41.840020892,-87.720774668
HY177586,41.96270134,-87.653370223
HY177958,41.703445434,-87.629291729
HY178055,41.725844616,-87.65670508
HY185125,41.972462991,-87.726935628
HY185434,41.946726473,-87.772569826
HY185689,41.909296329,-87.772239931
HY185689,41.909296329,-87.772239931
HY186207,41.921545627,-87.669188669
HY186207,41.921545627,-87.669188669
HY190080,41.746875014,-87.636622787
HY190108,41.878458449,-87.745204753
HY190397,41.748772464,-87.70236711
HY191107,41.898563902,-87.698018649
HY192076,41.748315167,-87.550031913
HY193065,41.733253531,-87.667856608
HY193536,41.696830001,-87.541349099
HY194555,41.973109096,-87.684977358
HY196184,41.881978408,-87.697650504
HY198255,41.924102822,-87.756452662
HY199452,41.877555323,-87.755968179
HY199846,41.741170915,-87.585745319
HY201146,41.852089006,-87.623784345
HY201343,41.733496394,-87.604746446
HY202270,41.671516943,-87.651443612
HY203776,41.790141834,-87.649912869
HY204746,41.792321579,-87.656534454
HY204877,41.932723985,-87.691586431
HY206710,41.764450345,-87.698320777
HY207131,41.771096902,-87.576434913
HY207153,41.763864124,-87.676542751
HY208263,41.769232737,-87.620944418
HY208837,41.788410913,-87.615825885
HY209027,41.766637378,-87.637182455
HY210099,41.7750266,-87.665364618
HY210359,41.751436547,-87.674386315
HY213507,41.968197047,-87.659261403
HY214108,41.91392608,-87.695040991
HY214352,41.742684668,-87.563141378
HY214581,41.921199662,-87.792007111
HY217489,41.68814117,-87.643462515
HY218517,41.76389472,-87.61471722
HY222476,41.96416436,-87.656682274
HY226249,41.900039997,-87.72378279
HY226327,41.895681406,-87.692890346
HY227673,41.848848115,-87.692906249
HY227705,41.930801083,-87.751478832
HY227705,41.930801083,-87.751478832
HY229305,41.784744,-87.615738439
HY229848,41.708145189,-87.651378966
HY229969,41.816485491,-87.6265473
HY230461,41.855574302,-87.71189003
HY231077,41.76366232,-87.579311694
HY233228,41.762385622,-87.589322086
HY233901,41.765888079,-87.689395594
HY234893,41.724650968,-87.627529047
HY234991,41.831181589,-87.678973942
HY236576,41.872682099,-87.713942029
HY237154,41.735752519,-87.625429032
HY239281,41.65496118,-87.608534028
HY240344,41.866126984,-87.657643628
HY240475,41.805765182,-87.673404434
HY241278,41.971125877,-87.648264775
HY242429,41.748270051,-87.631814453
HY242453,41.826375628,-87.611945922
HY243229,41.866996922,-87.73114209
HY243229,41.866996922,-87.73114209
HY243252,41.758705721,-87.592751196
HY243592,41.749630493,-87.651291874
HY244929,41.777159455,-87.702352906
HY248286,41.995332628,-87.686131356
HY250608,41.743297474,-87.546655814
HY251159,41.766178742,-87.648081529
HY253376,41.76268665,-87.645560247
HY254085,41.759409623,-87.605417347
HY254429,41.90040965,-87.756563117
HY259141,41.699802541,-87.629100771
HY259141,41.699802541,-87.629100771
HY259141,41.699802541,-87.629100771
HY260356,41.776697412,-87.6738345
HY262032,41.864273203,-87.660207278
HY265180,41.738869436,-87.700588072
HY267522,41.940939441,-87.725231207
HY267833,41.779228314,-87.680195316
HY268571,41.80549527,-87.725963532
HY269141,41.742653123,-87.551562764
HY270036,41.837861963,-87.659654778
HY271504,41.909820423,-87.67124264
HY271518,41.862535492,-87.652193172
HY271945,41.880912591,-87.75508602
HY272649,41.967244668,-87.707213378
HY272708,41.750779238,-87.582877986
HY272716,41.782259223,-87.670345664
HY273328,41.88360497,-87.707501835
HY273377,41.902800026,-87.709856412
HY273621,41.814017834,-87.60666652
HY274367,41.95675242,-87.722797798
HY274555,41.828743353,-87.624192644
HY274690,41.892234406,-87.749474726
HY278426,41.792410804,-87.71470444
HY278426,41.792410804,-87.71470444
HY279192,41.969820278,-87.656236308
HY280528,41.852670072,-87.6942409
HY280557,41.85802838,-87.651092033
HY280584,41.770621253,-87.582573441
HY280615,41.935389593,-87.652679121
HY281912,41.874370513,-87.724335186
HY282127,41.734546987,-87.62307913
HY282604,41.886834297,-87.749046475
HY282612,41.883508816,-87.745389793
HY283395,42.020809541,-87.670721771
HY283451,41.882519264,-87.728172413
HY283497,41.894337212,-87.721155793
HY285524,41.777198547,-87.664157893
HY286550,42.013859865,-87.669053379
HY288244,41.724092476,-87.591580972
HY289299,41.67217274,-87.654207497
HY289570,41.848977129,-87.692912303
HY289763,41.82618602,-87.63139377
HY291065,41.910117898,-87.746104545
HY291065,41.910117898,-87.746104545
HY293164,41.726198426,-87.650638587
HY294819,41.791147759,-87.685215478
HY295320,41.779020474,-87.699929557
HY295935,41.835613582,-87.65022194
HY297544,41.981043015,-87.840162775
HY297548,41.817686328,-87.618378979
HY297895,41.900428297,-87.754814476
HY298981,41.760773578,-87.645511035
HY300040,41.816040159,-87.70428986
HY300195,41.813551593,-87.671174895
HY301103,41.89764948,-87.759408897
HY301340,41.962993658,-87.655933554
HY302907,41.750322112,-87.603940546
HY303888,41.86187256,-87.716505967
HY304267,41.880905236,-87.71216242
HY305676,41.854356979,-87.728551754
HY305722,41.96230433,-87.660978081
HY306393,41.75076821,-87.607647841
HY306882,41.774089562,-87.609437992
HY306914,41.749797723,-87.624512495
HY308808,41.742254682,-87.561226467
HY309544,41.902572053,-87.732468298
HY309931,41.883264252,-87.766614133
HY310631,41.90766552,-87.757677059
HY312799,41.758047375,-87.600499493
HY313340,41.831073285,-87.620211441
HY313549,41.758069413,-87.634878071
HY314835,41.861972438,-87.71773114
HY315707,41.989958168,-87.670508463
HY317652,41.801060677,-87.6897074
HY317686,41.811531219,-87.668697679
HY318463,41.76182216,-87.590882696
HY319421,41.713770588,-87.623655857
HY320151,41.91629263,-87.692269133
HY321551,41.872459213,-87.733473728
HY322797,41.691307675,-87.660043802
HY324033,41.858954299,-87.716809329
HY324513,41.655895809,-87.594980408
HY325121,41.841916851,-87.726918365
HY325478,41.805824145,-87.663676702
HY325525,41.727527094,-87.662827263
HY326221,41.815751294,-87.618327133
HY327794,41.901427038,-87.725044239
HY327907,41.756330319,-87.552716204
HY328047,41.962126133,-87.713172111
HY328164,41.867608045,-87.698376638
HY328200,41.733162723,-87.659339424
HY328200,41.733162723,-87.659339424
HY328791,41.727043911,-87.586696743
HY330255,41.749321118,-87.571069245
HY330978,41.751613063,-87.575285908
HY332064,41.893709795,-87.708101045
HY332515,41.748835188,-87.614907186
HY334393,41.799031303,-87.644064187
HY334449,41.774921124,-87.588832615
HY335770,41.757649233,-87.607815887
HY335913,41.770215063,-87.626699872
HY335962,41.878244691,-87.754988896
HY336431,41.754824938,-87.562655411
HY336496,41.78046301,-87.601399238
HY337858,41.742883417,-87.549515319
HY338482,41.847670913,-87.706351061
HY342105,41.923694334,-87.78452659
HY342285,41.888656952,-87.749140044
HY342488,41.904323426,-87.758302186
HY343941,41.947526838,-87.715192046
HY344413,41.99969642,-87.680892445
HY344710,41.965248952,-87.73856815
HY344710,41.965248952,-87.73856815
HY345202,41.867262482,-87.713994347
HY345298,41.88693095,-87.63018934
HY345337,41.758903325,-87.635723013
HY346207,41.743299025,-87.602579976
HY346232,41.890358524,-87.722273552
HY348984,42.01656745,-87.674129267
HY350286,41.78690669,-87.625500912
HY352580,41.944279991,-87.766698991
HY354142,41.865108577,-87.73370765
HY354568,41.888659323,-87.749066571
HY355695,41.762318317,-87.597621239
HY355926,41.892603612,-87.722329283
HY355926,41.892603612,-87.722329283
HY356151,41.747587631,-87.557673948
HY356849,41.839629644,-87.72928862
HY359179,41.876329051,-87.668276406
HY361399,41.676298724,-87.616014618
HY362660,41.733083674,-87.549942225
HY362815,41.81504317,-87.669996658
HY364159,41.863459158,-87.652462374
HY365437,41.905072512,-87.746889161
HY365558,41.81648957,-87.594914218
HY365746,41.680888377,-87.626382106
HY369622,41.756927283,-87.673322259
HY370813,41.901558034,-87.765633246
HY370898,41.696746452,-87.655757884
HY371882,41.695615506,-87.636436642
HY371882,41.695615506,-87.636436642
HY372265,41.68157034,-87.619499704
HY373507,41.777216063,-87.662925863
HY374842,41.864663432,-87.712932753
HY375951,41.859777475,-87.732322122
HY378773,41.657215827,-87.603140417
HY380282,41.724958867,-87.630302412
HY380866,41.808923611,-87.684442113
HY382200,41.876856607,-87.633296057
HY382553,41.878823468,-87.729349283
HY383014,41.88747417,-87.716087141
HY383024,41.786054484,-87.665591164
HY384750,41.789830022,-87.666905081
HY385366,41.858029356,-87.722434585
HY385366,41.858029356,-87.722434585
HY386779,41.875163473,-87.733698124
HY386808,41.879807597,-87.721889369
HY388840,41.759110864,-87.63329808
HY389714,41.930545187,-87.717156771
HY391099,41.905651437,-87.647315778
HY392002,41.871674253,-87.721489579
HY392566,41.797380337,-87.767323748
HY393536,41.819685484,-87.701957617
HY393931,41.908973017,-87.722849178
HY394808,41.898954812,-87.748348292
HY394828,41.788363519,-87.685430532
HY395938,41.9017884,-87.745960471
HY396147,41.902818046,-87.73123173
HY397193,41.803950638,-87.591878288
HY397524,41.698517258,-87.62805289
HY397947,41.875909279,-87.702836558
HY397947,41.875909279,-87.702836558
HY398643,41.801472294,-87.653496757
HY401623,41.871909407,-87.701565099
HY402725,41.784130147,-87.657045934
HY402811,41.745047697,-87.601372888
HY402928,41.885342324,-87.710070246
HY404385,41.95284137,-87.710435076
HY405177,41.805341531,-87.603808314
HY405238,41.888425663,-87.751690918
HY406264,41.923783122,-87.778448036
HY406754,41.863396806,-87.734883724
HY406781,41.871988123,-87.694463394
HY406845,41.973923557,-87.657752098
HY406845,41.973923557,-87.657752098
HY407022,41.760301092,-87.559987568
HY407689,41.931149149,-87.775157527
HY407978,41.770822885,-87.572757629
HY408008,41.770627366,-87.646263585
HY408120,41.893580201,-87.760594937
HY408225,41.684789786,-87.6633151
HY409243,41.9862963,-87.655281972
HY410760,41.867688909,-87.69960208
HY410903,41.91028398,-87.772745617
HY410924,41.856035263,-87.713908132
HY412263,41.783340761,-87.605993706
HY412330,41.884390318,-87.654913645
HY413844,41.747633492,-87.604498673
HY414436,41.878875132,-87.70421379
HY414739,41.942174917,-87.732114997
HY416191,41.745402793,-87.591698509
HY418059,41.910757025,-87.699099103
HY422047,41.740368828,-87.658326062
HY422170,41.742420897,-87.66809174
HY422267,41.81948083,-87.605665593
HY422355,41.696554057,-87.647382098
HY423657,41.875314335,-87.721715561
HY423835,41.740497814,-87.545385562
HY425242,41.729340475,-87.565806616
HY426270,41.683457718,-87.669753776
HY427585,41.877857676,-87.754974025
HY429076,41.873843195,-87.763278976
HY429510,41.848050533,-87.713089622
HY430052,41.903065053,-87.731236756
HY430167,41.814627001,-87.598890085
HY430209,41.872707718,-87.712080245
HY430544,41.788446509,-87.629117823
HY430656,41.680740148,-87.626376407
HY430817,41.740432213,-87.666833487
HY431514,41.909880981,-87.765566855
HY431578,41.709982123,-87.615054293
HY432757,41.903964862,-87.764550294
HY433114,41.786423093,-87.722975512
HY433852,41.726255791,-87.604571828
HY435847,41.727049838,-87.596115157
HY436629,41.838795341,-87.623263328
HY437443,41.673263009,-87.657596463
HY439020,41.809518699,-87.607333603
HY439900,41.857987652,-87.65440722
HY439941,41.718671544,-87.64800406
HY440415,41.866194233,-87.723601432
HY441412,41.883191631,-87.706183852
HY442160,41.797127818,-87.652523151
HY442160,41.797127818,-87.652523151
HY442430,41.818159764,-87.635568188
HY442430,41.818159764,-87.635568188
HY442430,41.818159764,-87.635568188
HY443182,41.763935813,-87.564676016
HY444338,41.908928255,-87.725274277
HY444358,41.698878276,-87.634138449
HY445645,41.90630026,-87.759595922
HY448756,41.796569265,-87.698762946
HY449587,41.76978405,-87.659095518
HY451886,41.884589375,-87.733584288
HY453219,41.782379646,-87.688610976
HY454710,41.894742268,-87.773087231
HY455431,41.874032452,-87.747984456
HY456343,41.90091387,-87.752066146
HY456368,41.888924116,-87.723462455
HY457542,41.795652442,-87.619247355
HY458595,41.87489589,-87.669110074
HY460909,41.744277684,-87.625646863
HY461959,41.75394283,-87.619830809
HY462383,41.716697233,-87.645516037
HY463786,41.745021199,-87.606276125
HY463892,41.78464489,-87.652200564
HY466381,41.701329334,-87.61726351
HY466977,41.751290535,-87.669521034
HY468621,41.876581037,-87.745137513
HY473471,41.974486868,-87.778203045
HY473963,41.909460808,-87.758884298
HY474220,41.845385963,-87.723358632
HY474981,41.797363455,-87.642805817
HY475493,41.877825357,-87.738439452
HY476607,41.880490151,-87.745927891
HY476639,41.801219608,-87.622629403
HY480705,41.766453012,-87.687370197
HY483064,41.753974914,-87.550179329
HY484627,41.836836526,-87.728349775
HY486445,41.747982158,-87.673073087
HY486607,41.7604601,-87.652778927
HY487514,41.860900023,-87.707179973
HY487916,41.791298707,-87.685217624
HY490839,41.750658572,-87.600319681
HY492138,41.906615694,-87.733782272
HY492469,41.901861668,-87.72627803
HY493451,41.786552511,-87.680139316
HY493495,41.787059439,-87.642934736
HY495347,41.67538316,-87.616182183
HY497309,41.896172886,-87.765442195
HY498291,41.66336806,-87.618324723
HY498323,41.966430564,-87.651032417
HY498680,41.879634247,-87.736406709
HY501231,42.019973942,-87.671911768
HY505611,41.760484408,-87.655498294
HY509229,41.766836507,-87.616898425
HY509513,41.7641182,-87.656020865
HY510470,41.780293648,-87.688551211
HY511115,41.765141363,-87.648536096
HY511394,41.889992936,-87.76214012
HY511439,41.79025463,-87.642618096
HY512586,41.951324224,-87.767776223
HY514161,41.789658761,-87.649899666
HY515241,41.875457866,-87.710129573
HY515665,41.995078355,-87.685324619
HY516152,41.752668856,-87.603998269
HY516538,41.881088655,-87.720764494
HY517759,41.773075098,-87.665311546
HY517997,41.848757483,-87.695358913
HY518079,41.684114564,-87.625303429
HY518110,41.797143883,-87.64280084
HY518381,41.77526924,-87.648314721
HY518961,41.786966991,-87.649040897
HY519962,41.967464509,-87.713337286
HY520411,41.743997966,-87.603308578
HY522926,41.674720657,-87.620413624
HY524769,41.853445736,-87.728523633
HY525017,41.799841911,-87.702515527
HY525517,41.895875266,-87.722426654
HY526691,41.803317163,-87.651764438
HY528984,41.875876775,-87.745334907
HY533782,41.726951157,-87.6425053
HY535398,41.762801362,-87.652842156
HY538907,41.912160756,-87.764319557
HY539340,41.774837374,-87.612710719
HY540283,41.770126144,-87.614578025
HY540904,41.742296704,-87.657158968
HY540982,41.753083153,-87.672001986
HY543741,41.913349502,-87.663200531
HY543765,41.795211551,-87.662188272
HY543781,41.799227087,-87.646511957
HY544303,41.905790098,-87.762954459
HY547060,41.786616545,-87.632786263
HY547693,41.900939282,-87.753292795
HY548051,41.898883465,-87.748348943
HY549155,41.761252657,-87.613951329
HY549247,41.691583891,-87.630995465
HY549519,41.80821268,-87.660093885
HY549737,41.764737154,-87.641531954
HY550751,41.964235418,-87.654773202
HY550929,41.87302808,-87.731529756
HY551081,41.853732894,-87.696854787
HY551250,41.786969136,-87.630307356
HY551250,41.786969136,-87.630307356
HY554270,41.730603777,-87.597408058
HZ005025,42.021147909,-87.669915975
HZ100096,41.810694727,-87.611487306
HZ100342,41.793924928,-87.673635921
HZ101042,41.782507053,-87.648501678
HZ101842,41.780155491,-87.586451255
HZ103309,41.888119752,-87.765135251
HZ104099,41.857891524,-87.680907884
HZ105012,41.75653027,-87.59074578
HZ105012,41.75653027,-87.59074578
HZ105404,41.809611253,-87.690579179
HZ105412,41.798021066,-87.6753616
HZ106693,41.724502763,-87.627527006
HZ107816,41.818119934,-87.70271771
HZ109011,41.861008942,-87.705515947
HZ109055,41.773062605,-87.692014668
HZ109089,41.927299196,-87.74016654
HZ109781,41.799261735,-87.647718184
HZ112330,41.893618053,-87.750663154
HZ113821,41.880543474,-87.741348266
HZ114137,41.718829154,-87.544643027
HZ114222,41.748074236,-87.663379392
HZ115654,41.873489743,-87.70100245
HZ115723,41.843357683,-87.723308167
HZ117624,41.690003214,-87.635058346
HZ117728,41.810275218,-87.743224499
HZ118285,41.953904541,-87.709637989
HZ119091,41.91612851,-87.731407916
HZ120293,42.005538314,-87.680325016
HZ122514,41.79002675,-87.646261817
HZ123801,41.893219318,-87.742446944
HZ123931,41.911762462,-87.770366681
HZ123946,41.808008543,-87.669816143
HZ125364,41.851949553,-87.618995915
HZ125462,41.870920336,-87.709387935
HZ126399,41.719314268,-87.61528737
HZ126483,42.005937282,-87.661019227
HZ126759,41.870894839,-87.71177103
HZ127802,41.772074324,-87.674017498
HZ127959,41.762411609,-87.652831613
HZ128408,41.711887431,-87.59824787
HZ128452,41.837669022,-87.728015334
HZ128731,41.700834194,-87.646292979
HZ129324,41.654657746,-87.610465855
HZ129627,41.880062314,-87.753540389
HZ129852,41.864688766,-87.652493383
HZ130665,41.969154427,-87.721940268
HZ131333,41.839029346,-87.625161665
HZ133462,41.902261847,-87.754893433
HZ133792,41.786215552,-87.660742079
HZ133857,41.881892843,-87.738537596
HZ134864,41.901807567,-87.723835772
HZ136077,41.873775829,-87.745023707
HZ136386,41.729559728,-87.651943841
HZ138288,41.872709648,-87.711929688
HZ138402,41.747370809,-87.550387856
HZ138606,41.889351694,-87.750848831
HZ139824,41.852274879,-87.66908723
HZ140076,41.935446368,-87.649764034
HZ140230,41.789518444,-87.693680468
HZ140230,41.789518444,-87.693680468
HZ140230,41.789518444,-87.693680468
HZ140230,41.789518444,-87.693680468
HZ140230,41.789518444,-87.693680468
HZ140230,41.789518444,-87.693680468
HZ140530,41.902718321,-87.720679015
HZ140658,41.90746894,-87.773420485
HZ142006,41.765129284,-87.616855105
HZ143135,41.754923637,-87.673269489
HZ143553,41.899041206,-87.724321226
HZ144354,41.767931124,-87.665111982
HZ148321,41.901604465,-87.723830357
HZ149917,41.769440819,-87.715170786
HZ149966,41.807845389,-87.662514917
HZ149984,41.87551051,-87.745084907
HZ150892,41.904894462,-87.762198339
HZ150950,41.718420034,-87.646786996
HZ151213,41.803723648,-87.610080131
HZ151213,41.803723648,-87.610080131
HZ153144,41.9023127,-87.749757603
HZ153417,41.74010691,-87.595632399
HZ153871,41.852277092,-87.668995445
HZ155207,41.751254861,-87.669521402
HZ155545,41.89913742,-87.750800314
HZ158071,41.738595974,-87.666782858
HZ158821,41.792954596,-87.61877124
HZ159040,41.842776011,-87.660432642
HZ159275,41.746776057,-87.632985029
HZ159426,41.751208402,-87.609563201
HZ160570,41.962535036,-87.68389328
HZ160701,41.777070989,-87.636244734
HZ163102,41.860226807,-87.717678135
HZ163823,41.874814577,-87.742627515
HZ163828,41.89297257,-87.758716201
HZ166439,41.824976728,-87.633795457
HZ167242,41.739661151,-87.646806288
HZ170956,41.877103804,-87.724338612
HZ171006,41.813070985,-87.668736785
HZ171909,41.886665074,-87.765089381
HZ172144,41.902738782,-87.718346215
HZ172370,41.889054749,-87.641900009
HZ173768,41.918711651,-87.76551063
HZ174921,41.80340552,-87.618002279
HZ177746,41.776322631,-87.605838376
HZ179912,41.778142147,-87.701895988
HZ180118,41.883952084,-87.682078695
HZ181083,41.903800775,-87.667179553
HZ181243,41.853930752,-87.623841071
HZ181474,41.879296433,-87.741124765
HZ182187,41.753539008,-87.566929359
HZ182882,41.760771706,-87.666135572
HZ183466,41.784495473,-87.698959014
HZ183568,41.895638828,-87.756844789
HZ183749,41.872585925,-87.721598378
HZ184036,41.946609887,-87.709540004
HZ185383,41.871773806,-87.714461153
HZ186062,41.712137557,-87.618758732
HZ188579,41.768686795,-87.65451385
HZ188754,41.767133915,-87.569351843
HZ188764,41.77621194,-87.704220937
HZ188784,41.766419266,-87.649299614
HZ191185,41.895490498,-87.713104635
HZ191471,41.704280097,-87.608170826
HZ192090,41.902731096,-87.71947402
HZ192432,41.931070416,-87.739231222
HZ194083,41.804941518,-87.662442511
HZ194491,41.969796029,-87.706070512
HZ196125,41.765703582,-87.674760856
HZ196343,41.798878772,-87.673229373
HZ196585,41.880997916,-87.73058468
HZ197556,41.796847051,-87.668306657
HZ197571,41.901842459,-87.726278212
HZ198342,42.017229594,-87.684382188
HZ201953,41.766173335,-87.666281216
HZ205205,41.909462799,-87.758733656
HZ206287,41.764448809,-87.565468967
HZ207108,41.810396206,-87.667942778
HZ207177,41.911969111,-87.70392933
HZ207582,41.934343648,-87.702584779
HZ208332,41.878766533,-87.734196884
HZ208332,41.878766533,-87.734196884
HZ209753,41.953007297,-87.727597997
HZ211260,41.946598555,-87.727408706
HZ212987,41.980615746,-87.806976957
HZ214781,41.73969315,-87.582175333
HZ215033,41.8804407,-87.749684919
HZ215358,41.867614798,-87.69959914
HZ216301,41.755929265,-87.605324736
HZ216949,41.895490776,-87.713156054
HZ216949,41.895490776,-87.713156054
HZ217559,41.893187629,-87.744291004
HZ217599,41.919529667,-87.77001549
HZ218525,41.794250219,-87.725640648
HZ220302,41.692569761,-87.624397882
HZ220534,41.774736881,-87.692060313
HZ222268,41.840045924,-87.728084679
HZ222277,41.789292167,-87.685135163
HZ226455,41.775034731,-87.683530015
HZ227783,41.758996647,-87.635725667
HZ227783,41.758996647,-87.635725667
HZ229167,41.864665597,-87.715370416
HZ231617,41.741304411,-87.659690327
HZ231631,41.748591224,-87.601471891
HZ232818,41.797374202,-87.691999717
HZ235188,41.910093946,-87.76423872
HZ235328,41.756550472,-87.592600053
HZ235434,41.801211381,-87.676095489
HZ236683,41.858832381,-87.705449136
HZ237638,41.686252712,-87.632517867
HZ237802,41.862502624,-87.706165802
HZ238593,41.93008761,-87.717800618
HZ238862,41.769345528,-87.674327704
HZ238862,41.769345528,-87.674327704
HZ239770,41.760606943,-87.647935557
HZ240426,41.729818757,-87.650735806
HZ241176,41.794257836,-87.648919345
HZ245274,41.769793473,-87.648164031
HZ245561,41.850800938,-87.732310727
HZ245624,41.855448961,-87.715106762
